,names,state,males,females,lat,lng,total_deaths
813,"Littlerock, California",CA,1,0,34.52139,-117.98739187439199,1
814,"Live Oak, California",CA,2,0,36.990384,-121.978753299844,2
815,"Livermore, California",CA,1,0,37.731528,-121.731063,1
816,"Livingston, California",CA,1,0,37.3868826,-120.7235329,1
817,"Long Beach, California",CA,29,4,33.7774658,-118.1884871,33
818,"Los Angeles, California",CA,286,17,34.0501713,-118.2419714,303
819,"Los Angeles , California",CA,1,0,34.0536781,-118.2427025,1
820,"Los Angeles County, California",CA,1,0,34.24140515,-118.145520591821,1
821,"Los Banos, California",CA,3,0,37.0655625,-120.841982360549,3
822,"Los Feliz, California",CA,1,0,34.1043459,-118.2914281,1
823,"Lynwood, California",CA,3,0,33.925251,-118.20351423892599,3
824,"Madera, California",CA,5,0,36.942141,-120.171452075392,5
825,"Madera County, California",CA,1,0,37.2705719,-119.63570949574101,1
826,"Magalia, California",CA,2,0,39.8121058,-121.5783059,2
827,"Marin City, California",CA,1,0,37.868538,-122.5091404,1
828,"Marina Del Rey, California",CA,1,0,33.9753235,-118.445647631934,1
829,"Maywood, California",CA,2,0,33.98833675,-118.18842963824899,2
830,"McFarland, California",CA,2,0,35.677856,-119.22931289991502,2
831,"Menifee, California",CA,2,2,33.6864432,-117.1770437,4
832,"Merced, California",CA,2,0,37.3029568,-120.4843269,2
833,"Merced County, California",CA,1,0,37.1869636,-120.60942637015499,1
834,"Milpitas, California",CA,1,0,37.43143895,-121.88526595373399,1
835,"Modesto, California",CA,12,2,37.636724,-120.90148524417,14
836,"Monrovia, California",CA,1,0,34.201558,-118.1734475,1
837,"Montclair, California",CA,2,0,34.07171275,-117.697687709851,2
838,"Monterey, California",CA,1,0,36.5845085,-121.86681901043801,1
839,"Moreno Valley, California",CA,5,1,33.921961,-117.200107316579,6
840,"Mount Hope, California",CA,1,0,32.7142185,-117.1075309,1
841,"Murphys, California",CA,2,1,38.148332,-120.4505355,3
842,"Napa, California",CA,1,0,38.32377705,-122.3355205746,1
843,"National City, California",CA,1,0,32.6781085,-117.0991967,1
844,"Newark, California",CA,1,0,37.521024,-122.026348406922,1
845,"Newport Beach, California",CA,1,1,33.6170092,-117.9294401,2
846,"Norco, California",CA,1,0,33.9277225,-117.55562230361099,1
847,"Norwalk, California",CA,1,0,33.9164121,-118.0718578,1
848,"Oak View, California",CA,1,0,34.397523,-119.30022889575001,1
849,"Oakdale, California",CA,1,0,37.7665947,-120.8471545,1
850,"Oakland, California",CA,71,14,37.8043808,-122.2708166,85
851,"Oceanside, California",CA,2,1,33.1958696,-117.3794834,3
852,"Ontario, California",CA,3,0,34.0633443,-117.6508876,3
853,"Orange, California",CA,3,1,33.7878549,-117.8530908,4
854,"Orange County, California",CA,1,0,33.6671869,-117.720593399723,1
855,"Orange Cove, California",CA,1,0,36.606639,-119.33436230299601,1
856,"Orangevale, California",CA,2,0,38.6841725,-121.218464482522,2
857,"Orosi, California",CA,1,1,36.5473593,-119.28924846950198,2
858,"Oroville, California",CA,3,1,39.4900785,-121.564487694774,4
859,"Oxnard, California",CA,7,3,34.1975048,-119.1770516,10
860,"Pacific Palisades, California",CA,2,0,34.0480643,-118.5264706,2
861,"Palermo, California",CA,2,0,39.435057,-121.53525892371201,2
862,"Palm Desert, California",CA,1,1,33.7404645,-116.36910557863199,2
863,"Palmdale, California",CA,5,1,34.585428,-118.124321485448,6
864,"Palmetto, California",CA,1,0,33.7453584,-117.7771984,1
865,"Palo Alto, California",CA,1,0,37.442156,-122.1634472,1
866,"Paramount, California",CA,2,0,33.8992926,-118.16494983911501,2
867,"Pasadena, California",CA,5,0,34.18455365,-118.17355987325399,5
868,"Paso Robles, California",CA,1,0,35.6267654,-120.6912456,1
869,"Patterson, California",CA,1,0,37.471623,-121.1296949,1
870,"Perris, California",CA,5,0,33.7919875,-117.22433591306499,5
871,"Pico Rivera, California",CA,1,0,33.9830688,-118.096735,1
872,"Pittsburg, California",CA,2,1,38.021408,-121.885031239909,3
873,"Pixley, California",CA,2,0,35.9685649,-119.2917785,2
874,"Placentia, California",CA,1,0,33.8722371,-117.8703363,1
875,"Placerville, California",CA,1,0,38.730703,-120.796312705405,1
876,"Planada, California",CA,3,0,37.2884235,-120.324810120105,3
877,"Pomona, California",CA,27,2,34.0552886,-117.7522793,29
878,"Port Hueneme, California",CA,1,0,34.159363,-119.20256088376699,1
879,"Porterville, California",CA,6,1,36.0625905,-118.982960627645,7
880,"Portola, California",CA,1,0,39.8194815,-120.467319215198,1
881,"Rancho Cordova, California",CA,2,0,38.5676485,-121.223249320424,2
882,"Rancho Cucamonga, California",CA,1,0,34.1242304,-117.565564610376,1
883,"Red Bluff, California",CA,2,0,40.182967,-122.241172753813,2
884,"Redding, California",CA,2,0,40.5018995,-122.385954041643,2
885,"Redlands, California",CA,1,0,34.072662,-117.093417,1
886,"Redondo Beach, California",CA,3,0,33.8491816,-118.3884078,3
887,"Reseda, California",CA,1,0,34.2389212,-118.5293248,1
888,"Rialto, California",CA,3,0,34.1064001,-117.3703235,3
889,"Richmond, California",CA,13,1,37.9357576,-122.3477486,14
890,"Ridgecrest, California",CA,1,1,35.6225064,-117.6699414,2
891,"Rio Linda, California",CA,1,0,38.687172,-121.459356635708,1
892,"Riverside, California",CA,8,0,33.9458443,-117.410096815875,8
893,"Rocklin, California",CA,1,0,38.7907339,-121.2357828,1
894,"Rodeo, California",CA,2,0,38.028345,-122.23742410596901,2
895,"Rolando, California",CA,1,0,33.081472,-117.040067,1
896,"Rosemead, California",CA,1,1,34.0676169,-118.0879763,2
897,"Rosemont, California",CA,1,0,38.5475445,-121.35650671371599,1
898,"Roseville, California",CA,1,0,38.7233728,-121.18587581810301,1
899,"Sacramento, California",CA,37,4,38.5815719,-121.4943996,41
900,"Salinas, California",CA,26,2,36.6604725,-121.684426752882,28
901,"San Bernardino, California",CA,32,0,34.1083449,-117.2897652,32
902,"San Bruno, California",CA,1,0,37.6230195,-122.42898208687201,1
903,"San Diego, California",CA,24,5,32.7469869,-117.21177,29
904,"San Francisco, California",CA,32,3,37.7789601,-122.419199,35
905,"San Jacinto, California",CA,5,0,33.794793,-117.006396015464,5
906,"San Jose, California",CA,24,4,37.3438502,-121.8831349,28
907,"San Leandro, California",CA,3,0,37.704815,-122.167537362919,3
908,"San Lorenzo, California",CA,3,1,37.673615,-122.131930042425,4
909,"San Marcos, California",CA,1,0,33.1433723,-117.1661449,1
910,"San Mateo, California",CA,1,0,37.5446217,-122.3091165,1
911,"San Pablo, California",CA,1,0,37.9650335,-122.34696712438101,1
912,"San Pedro, California",CA,1,0,33.7358518,-118.2922934,1
913,"San Ysidro, California",CA,1,0,32.5520013,-117.0430813,1
914,"Sanger, California",CA,1,0,36.708006,-119.5559652,1
915,"Santa Ana, California",CA,8,2,33.7490525,-117.8620053,10
916,"Santa Barbara, California",CA,2,0,34.3999755,-119.70302254930701,2
917,"Santa Clarita, California",CA,1,1,34.3916641,-118.542586,2
918,"Santa Cruz, California",CA,4,1,36.97588665,-122.033772667443,5
919,"Santa Fe Springs, California",CA,1,0,33.9472359,-118.0853451,1
920,"Santa Maria, California",CA,1,0,34.9323829,-120.45379356539301,1
921,"Santa Monica, California",CA,6,2,34.008617,-118.49475403379499,8
922,"Santa Paula, California",CA,2,2,34.3554985,-119.064954691622,4
923,"Santa Rosa, California",CA,4,0,38.367814,-122.76598019449,4
924,"Saratoga, California",CA,1,0,37.2661735,-122.02578163707399,1
925,"Seaside, California",CA,1,0,36.62581365,-121.817032663508,1
926,"Seven Oaks, California",CA,1,0,34.1863979,-116.914197,1
927,"Shingletown, California",CA,1,3,40.502371,-121.873318455686,4
928,"Simi Valley, California",CA,4,3,34.2657598,-118.73134641753599,7
929,"Skyline, California",CA,1,0,32.74169715,-116.95241405981001,1
930,"Sonoma, California",CA,1,0,37.8761542,-122.238687263807,1
931,"South El Monte, California",CA,1,0,34.0488705,-118.045758102388,1
932,"South Gate, California",CA,3,0,33.93820895,-118.18781501539301,3
933,"South Lake Tahoe, California",CA,2,0,38.92880455,-119.987831498967,2
934,"Stanton, California",CA,2,1,33.7947696,-117.99507215753,3
935,"Stockton, California",CA,20,2,37.9577016,-121.2907796,22
936,"Suisun City, California",CA,2,0,38.2475585,-122.007411375716,2
937,"Sun Valley, California",CA,1,0,34.2175042,-118.3703576,1
938,"Sunnyvale, California",CA,3,0,37.3688301,-122.0363496,3
939,"Temecula, California",CA,2,1,33.49358875,-117.11743150652201,3
940,"Templeton, California",CA,1,0,35.5606196,-120.700717473692,1
941,"Thornton, California",CA,1,0,38.2260268,-121.4246733,1
942,"Thousand Palms, California",CA,1,0,33.7517195,-116.2731592,1
943,"Three Rivers, California",CA,2,0,36.420443,-118.88029263368401,2
944,"Tollhouse, California",CA,1,0,37.018838,-119.3992957,1
945,"Torrance, California",CA,2,0,33.8358492,-118.3406288,2
946,"Tulare, California",CA,5,0,35.6521754,-118.3224811,5
947,"Tulare County, California",CA,2,0,36.26992445,-118.7962660625,2
948,"Turlock, California",CA,4,0,37.501842,-120.845998000566,4
949,"Tustin, California",CA,1,0,33.7458511,-117.826166,1
950,"Twentynine Palms, California",CA,1,0,34.16476,-116.036562499,1
951,"Union City, California",CA,6,0,37.5907215,-122.017324013925,6
952,"Vacaville, California",CA,2,0,38.34234285,-121.90154500471,2
953,"Valinda, California",CA,1,0,34.0384525,-117.933557519603,1
954,"Vallejo, California",CA,20,5,38.114559,-122.231476112523,25
955,"Valley Center, California",CA,1,1,33.2183701,-117.0341967,2
956,"Van Nuys, California",CA,2,0,34.1865032,-118.4489363,2
957,"Ventura, California",CA,5,0,34.270273,-119.242605355028,5
958,"Ventura County, California",CA,2,0,34.240837,-118.6369332,2
959,"Victorville, California",CA,7,0,34.5406414,-117.341067557552,7
960,"Visalia, California",CA,9,1,36.3302284,-119.2920585,10
961,"Vista, California",CA,1,0,33.2000368,-117.2425355,1
962,"Walnut Creek, California",CA,1,0,37.894375,-122.03643881063499,1
963,"Wasco, California",CA,2,0,35.5941238,-119.3409457,2
964,"Waterford, California",CA,1,0,37.63976,-120.758464956439,1
965,"Watsonville, California",CA,3,0,36.88707915,-121.78540016467501,3
966,"Watts, California",CA,1,0,33.9405674,-118.2428485,1
967,"Weed, California",CA,1,0,41.41327,-122.387635996861,1
968,"West Oakland, California",CA,1,0,37.80485795,-122.295167674084,1
969,"Westmont, California",CA,2,0,33.945206,-118.298403217178,2
970,"Whittier, California",CA,8,1,34.0270245,-118.055008936061,9
971,"Willowbrook, California",CA,3,0,33.9169602,-118.2550726,3
972,"Wilmington, California",CA,2,0,33.780018,-118.2625711,2
973,"Windsor, California",CA,1,0,38.532455,-122.76033958544501,1
974,"Winnetka, California",CA,1,0,34.2133375,-118.5720309,1
975,"Woodlake, California",CA,1,0,36.4110775,-119.093757762045,1
976,"Yorba Linda, California",CA,1,0,33.890981,-117.773014058691,1
977,"Yuba City, California",CA,2,0,39.1404477,-121.6169108,2
978,"Yuba County, California",CA,1,0,39.27887435,-121.438477528395,1
979,"Yucaipa, California",CA,2,0,34.0407185,-117.051676166367,2
980,"Yucca Valley, California",CA,1,0,34.13471065,-116.413682243759,1
981,"Annapolis, California",CA,0,1,38.7218559,-123.3697306,1
982,"Chino, California",CA,0,1,34.0133561,-117.690075,1
983,"French Camp, California",CA,0,1,37.8764182,-121.271755995002,1
984,"Hanford, California",CA,0,1,36.2940205,-119.676475172905,1
985,"Joshua Tree, California",CA,0,1,34.126735,-116.32106299401698,1
986,"Ladera Ranch, California",CA,0,1,33.5712292,-117.635624,1
987,"Laguna Nigel, California",CA,0,1,38.83024945,-121.091482240731,1
988,"Mad River, California",CA,0,1,40.4139261,-123.4730396,1
989,"Montebello, California",CA,0,1,34.009457,-118.1053467,1
990,"Northridge, California",CA,0,1,34.2285918,-118.5369316,1
991,"Paradise, California",CA,0,1,39.763452,-121.60678915304399,1
992,"Quincy, California",CA,0,1,39.9310755,-120.95349594037,1
993,"Redwood City, California",CA,0,1,37.4852152,-122.2363548,1
994,"San Gabriel, California",CA,0,1,34.0938138,-118.09757569586701,1
995,"San Onofre, California",CA,0,1,33.3803575,-117.5736037,1
996,"Taft, California",CA,0,1,35.125984,-119.41178786518199,1
997,"Tarzana, California",CA,0,1,34.1494848,-118.5506158,1
998,"Temple City, California",CA,0,1,34.1031775,-118.052829032497,1
999,"Winters, California",CA,0,1,38.5249065,-121.9708017,1
1000,"Acosta, Pennsylvania",PA,1,0,40.1103542,-79.0689168,1
1001,"Adams, Pennsylvania",PA,1,0,39.8708972,-77.2395963,1
1002,"Allegheny Township, Pennsylvania",PA,1,0,40.4356765,-80.0041917933408,1
1003,"Allentown, Pennsylvania",PA,9,1,40.6022032,-75.4716219,10
1004,"Altoona, Pennsylvania",PA,3,0,40.518681,-78.394736,3
1005,"Ambridge, Pennsylvania",PA,1,0,40.5892339,-80.22506,1
1006,"Archbald, Pennsylvania",PA,1,0,41.4948038,-75.5368521,1
1007,"Ashville, Pennsylvania",PA,2,2,40.5600684,-78.5486289,4
1008,"Avella, Pennsylvania",PA,1,0,40.2750705,-80.4606226,1
1009,"Barree, Pennsylvania",PA,2,0,40.5853461,-78.1005628,2
1010,"Beaver County, Pennsylvania",PA,1,1,40.6680585,-80.3341342359723,2
1011,"Beaver Falls, Pennsylvania",PA,1,0,40.7520097,-80.3192295,1
1012,"Beltzhoover, Pennsylvania",PA,1,0,40.4197915,-80.0019974,1
1013,"Bessemer, Pennsylvania",PA,1,1,40.1281278,-79.5550387,2
1014,"Bethel Park, Pennsylvania",PA,1,0,40.3275697,-80.0394977,1
1015,"Bethlehem, Pennsylvania",PA,2,1,40.6178915,-75.3786521,3
1016,"Blair County, Pennsylvania",PA,3,1,40.4870748,-78.3682329,4
1017,"Bloomfield, Pennsylvania",PA,1,0,40.4179085,-77.1898027488888,1
1018,"Braddock, Pennsylvania",PA,1,0,40.4034024,-79.8683824,1
1019,"Bucks County, Pennsylvania",PA,1,1,40.3285875,-75.1299237574973,2
1020,"Caln, Pennsylvania",PA,1,0,39.9909398,-75.7802235,1
1021,"Canton, Pennsylvania",PA,1,1,41.656464,-76.8532927,2
1022,"Carlisle, Pennsylvania",PA,1,0,40.201824,-77.1893888,1
1023,"Carrick, Pennsylvania",PA,1,0,40.3964583,-79.9903303,1
1024,"Catasauqua, Pennsylvania",PA,1,0,40.6548191,-75.4746273,1
1025,"Chambersburg, Pennsylvania",PA,2,1,39.9405903,-77.6598624,3
1026,"Chanceford, Pennsylvania",PA,1,1,39.9725187,-76.7483657,2
1027,"Cheltenham, Pennsylvania",PA,1,0,40.0609445,-75.0940625,1
1028,"Chester, Pennsylvania",PA,15,1,39.849557,-75.3557458,16
1029,"Clairton, Pennsylvania",PA,1,0,40.292292,-79.881715,1
1030,"Clymer, Pennsylvania",PA,1,0,40.6681213,-79.0116985,1
1031,"Columbia, Pennsylvania",PA,1,0,41.0389186,-76.4191791,1
1032,"Conewago, Pennsylvania",PA,1,0,40.1581491,-76.660246,1
1033,"Danielsville, Pennsylvania",PA,1,1,40.7945388,-75.5271292,2
1034,"Darby, Pennsylvania",PA,1,0,39.9184461,-75.2590721,1
1035,"Duquesne, Pennsylvania",PA,2,0,40.3814581,-79.8597708,2
1036,"East Berlin, Pennsylvania",PA,1,1,39.937597,-76.9785892,2
1037,"East Fallowfield, Pennsylvania",PA,1,0,40.4111493,-80.0230862,1
1038,"East Hills, Pennsylvania",PA,1,0,40.6584314,-75.3432351,1
1039,"East Huntingdon, Pennsylvania",PA,1,0,40.1444301,-79.582819,1
1040,"East Liberty, Pennsylvania",PA,1,0,40.4620685,-79.9239522,1
1041,"Easton, Pennsylvania",PA,3,1,40.6916081,-75.2099866,4
1042,"Ellwood City, Pennsylvania",PA,1,0,40.8617303,-80.2864515,1
1043,"Erie, Pennsylvania",PA,3,0,42.129461,-80.085239,3
1044,"Fairless Hills, Pennsylvania",PA,1,0,40.1795537,-74.8551644,1
1045,"Fairmount, Pennsylvania",PA,1,0,39.9522975,-75.190211,1
1046,"Fayette, Pennsylvania",PA,1,0,39.921022,-79.6663803,1
1047,"Forty Fort, Pennsylvania",PA,1,1,41.2789699,-75.8782519,2
1048,"Forward, Pennsylvania",PA,1,0,40.1314667,-78.8647451,1
1049,"Frankford, Pennsylvania",PA,1,0,40.0281674,-75.084896,1
1050,"Freeland, Pennsylvania",PA,1,1,41.0167508,-75.8971431,2
1051,"Garfield, Pennsylvania",PA,1,0,40.46868,-79.9386628,1
1052,"Germantown, Pennsylvania",PA,1,0,40.0434449,-75.1801775,1
1053,"Grantville, Pennsylvania",PA,1,1,40.377867,-76.6463566,2
1054,"Hampden, Pennsylvania",PA,1,0,40.215999,-76.997987,1
1055,"Hanover, Pennsylvania",PA,1,0,39.8063247,-76.9842735,1
1056,"Harrisburg, Pennsylvania",PA,15,2,40.2663107,-76.8861122,17
1057,"Harrisburgh, Pennsylvania",PA,1,0,40.2737002,-76.8844179,1
1058,"Hazelwood, Pennsylvania",PA,1,0,40.4131664,-79.9391633,1
1059,"Hazleton, Pennsylvania",PA,2,0,40.9646867,-75.9852789,2
1060,"Hempfield, Pennsylvania",PA,2,1,40.0548193,-76.4388523,3
1061,"Highspire, Pennsylvania",PA,1,0,40.2111133,-76.7902453,1
1062,"Hilltown, Pennsylvania",PA,1,0,40.3421681,-75.255433,1
1063,"Homer City, Pennsylvania",PA,1,0,40.5434007,-79.1622566,1
1064,"Homestead, Pennsylvania",PA,3,0,40.4059025,-79.9119948,3
1065,"Homewood, Pennsylvania",PA,7,0,40.813953,-80.32923,7
1066,"Horton, Pennsylvania",PA,2,1,41.6050664,-77.8413829,3
1067,"Hunting Park, Pennsylvania",PA,1,0,40.016501,-75.1437876,1
1068,"Huntingdon, Pennsylvania",PA,2,1,40.4847959,-78.0102813,3
1069,"Jefferson, Pennsylvania",PA,1,0,41.1125398,-79.0163349,1
1070,"Jim Thorpe, Pennsylvania",PA,1,0,40.8759235,-75.7324127,1
1071,"Johnstown, Pennsylvania",PA,3,0,40.3267407,-78.9219698,3
1072,"Kennedy, Pennsylvania",PA,1,0,41.680071,-77.4283124,1
1073,"Kensington, Pennsylvania",PA,3,0,39.9859458,-75.1318429,3
1074,"Kingsessing, Pennsylvania",PA,1,0,39.9522975,-75.190211,1
1075,"Lamar, Pennsylvania",PA,1,0,41.0161767,-77.5311034,1
1076,"Lancaster, Pennsylvania",PA,3,1,40.03997225,-76.3064177339532,4
1077,"Lancaster County, Pennsylvania",PA,1,0,40.01846345,-76.23365284664641,1
1078,"Larimer, Pennsylvania",PA,2,0,40.4625688,-79.9083841,2
1079,"Latrobe, Pennsylvania",PA,1,0,40.3211808,-79.3794811,1
1080,"Lebanon, Pennsylvania",PA,2,1,40.3465499,-76.4283812,3
1081,"Lehman, Pennsylvania",PA,2,0,41.3170249,-76.0224235,2
1082,"Liberty Twp, Pennsylvania",PA,1,0,41.0652675,-77.62306752628609,1
1083,"Lititz, Pennsylvania",PA,1,0,40.1571272,-76.3071674,1
1084,"Lower Paxton, Pennsylvania",PA,1,0,40.3187547,-76.7862453,1
1085,"Lower Pottsgrove, Pennsylvania",PA,1,0,40.2509313,-75.5929597,1
1086,"Mahanoy City, Pennsylvania",PA,1,1,40.8125881,-76.1416034,2
1087,"Malvern, Pennsylvania",PA,1,0,40.036202,-75.5138959,1
1088,"Manchester, Pennsylvania",PA,1,1,40.0595131,-76.7229552,2
1089,"Manheim, Pennsylvania",PA,1,0,40.1637359,-76.3952429,1
1090,"Manheim Township , Pennsylvania",PA,1,0,40.1637359,-76.3952429,1
1091,"Mattawana, Pennsylvania",PA,1,1,40.4961865,-77.7294372,2
1092,"McKeesport, Pennsylvania",PA,4,1,40.3478472,-79.864215,5
1093,"Mckeesport, Pennsylvania",PA,1,0,40.3478472,-79.864215,1
1094,"Mercer County, Pennsylvania",PA,1,0,41.3334542,-80.3014412,1
1095,"Middle Paxton, Pennsylvania",PA,1,0,40.3046694,-76.8182032,1
1096,"Milford Twp, Pennsylvania",PA,1,0,41.322316,-74.8023882,1
1097,"Monroeville, Pennsylvania",PA,2,0,40.4211798,-79.7881025,2
1098,"Moosic, Pennsylvania",PA,1,0,41.353413,-75.7382478,1
1099,"Morrisville, Pennsylvania",PA,1,0,40.2114978,-74.7879399,1
1100,"Mount Oliver, Pennsylvania",PA,1,1,40.4121097,-79.9856239828881,2
1101,"Munhall, Pennsylvania",PA,2,1,40.3922914,-79.9000499,3
1102,"Murrysville, Pennsylvania",PA,1,1,40.4284015,-79.697545,2
1103,"Nether Providence, Pennsylvania",PA,1,1,39.878245,-75.376656,2
1104,"New Castle, Pennsylvania",PA,2,1,41.0036719,-80.3470091,3
1105,"New Ringgold, Pennsylvania",PA,1,0,40.6859241,-75.9990972,1
1106,"Norristown, Pennsylvania",PA,3,0,40.121497,-75.3399048,3
1107,"North Philadelphia, Pennsylvania",PA,2,0,39.9969817,-75.1550837,2
1108,"North Union, Pennsylvania",PA,1,0,43.0686883,-77.7968023,1
1109,"North Versailles, Pennsylvania",PA,1,1,40.3797913,-79.8094916,2
1110,"Olney, Pennsylvania",PA,3,0,40.0412227,-75.1237863,3
1111,"Overbrook, Pennsylvania",PA,1,0,40.3842203,-79.9961442,1
1112,"Parkside, Pennsylvania",PA,1,0,39.864279,-75.3785252,1
1113,"Penn Hills, Pennsylvania",PA,4,0,40.4729398,-79.8176723,4
1114,"Philadelphia, Pennsylvania",PA,189,11,39.952335,-75.163789,200
1115,"Philipsburg, Pennsylvania",PA,1,1,40.0617403,-79.881158,2
1116,"Pittsburg, Pennsylvania",PA,1,0,37.777164,-88.848726,1
1117,"Pittsburgh, Pennsylvania",PA,24,6,40.4416941,-79.9900861,30
1118,"Port Vue, Pennsylvania",PA,2,0,40.3359028,-79.8697707,2
1119,"Pottstown, Pennsylvania",PA,2,0,40.2453741,-75.6496302,2
1120,"Pottsville, Pennsylvania",PA,1,0,40.6859385,-76.1949411,1
1121,"Rankin, Pennsylvania",PA,1,1,40.412569,-79.8792161,2
1122,"Reading, Pennsylvania",PA,7,0,40.3364587,-75.9288612,7
1123,"Ross Township, Pennsylvania",PA,3,0,40.520623,-80.00502430385642,3
1124,"Rouzerville, Pennsylvania",PA,1,1,39.7367609,-77.5349906,2
1125,"Saltsburg, Pennsylvania",PA,1,0,40.4864553,-79.4514299,1
1126,"Scranton, Pennsylvania",PA,1,0,41.408969,-75.6624122,1
1127,"Sewickley, Pennsylvania",PA,1,0,40.5364566,-80.1845031,1
1128,"Shaler, Pennsylvania",PA,1,1,40.161289,-80.486165,2
1129,"Sharon, Pennsylvania",PA,1,0,41.2331116,-80.4934035,1
1130,"Sheraden, Pennsylvania",PA,1,0,40.4595132,-80.0772776,1
1131,"Shippensburg, Pennsylvania",PA,1,0,40.0562262,-77.5139074,1
1132,"Somerset County, Pennsylvania",PA,1,1,40.0035466,-79.04253900158992,2
1133,"South Abington, Pennsylvania",PA,1,1,40.1206656,-75.1179512,2
1134,"South Huntingdon, Pennsylvania",PA,1,0,39.997146,-78.241966,1
1135,"South Londonderry, Pennsylvania",PA,1,0,40.2403764,-76.5372625,1
1136,"South Strabane, Pennsylvania",PA,1,0,40.1384049,-80.163391,1
1137,"Springettsbury, Pennsylvania",PA,1,0,39.9949864,-76.675922,1
1138,"St Thomas, Pennsylvania",PA,1,0,39.9175908,-77.7977726,1
1139,"Summit, Pennsylvania",PA,1,0,39.968421,-78.0227807,1
1140,"Swissvale, Pennsylvania",PA,1,0,40.4236801,-79.8828275,1
1141,"Tacony, Pennsylvania",PA,1,0,40.0312228,-75.0443386,1
1142,"Texas, Pennsylvania",PA,1,0,41.5350719,-77.2527545,1
1143,"Torrance, Pennsylvania",PA,1,0,40.4172913,-79.2228123,1
1144,"Uniontown, Pennsylvania",PA,3,0,39.900076,-79.7164326,3
1145,"Upper Chichester, Pennsylvania",PA,1,0,39.8571,-75.4592,1
1146,"Upper Darby, Pennsylvania",PA,2,1,39.9284459,-75.2737955,3
1147,"Warwick, Pennsylvania",PA,1,0,40.1623168,-76.3069013,1
1148,"Washington, Pennsylvania",PA,4,1,40.17396,-80.2461714,5
1149,"Washington County, Pennsylvania",PA,1,0,40.2167415,-80.23898460654159,1
1150,"Wernersville, Pennsylvania",PA,1,0,40.3300924,-76.0804972,1
1151,"West Chester, Pennsylvania",PA,1,0,39.960185,-75.6054709977898,1
1152,"West Manheim Township, Pennsylvania",PA,1,0,40.1637359,-76.3952429,1
1153,"West York, Pennsylvania",PA,1,0,39.9525985,-76.7513566,1
1154,"Westfield, Pennsylvania",PA,1,1,41.9192368,-77.5388744,2
1155,"Wilkes-Barre, Pennsylvania",PA,10,2,41.2464824,-75.8817316,12
1156,"Williamsport, Pennsylvania",PA,4,0,41.2493292,-77.0027671,4
1157,"Williamstown, Pennsylvania",PA,1,0,40.5800868,-76.617742,1
1158,"York, Pennsylvania",PA,8,1,39.962398,-76.727392,9
1159,"York City, Pennsylvania",PA,3,0,39.9543252,-76.7100642,3
1160,"Aliquippa, Pennsylvania",PA,0,1,40.618174,-80.2510131448239,1
1161,"Coatesville, Pennsylvania",PA,0,1,39.9831616,-75.8238355,1
1162,"Connellsville, Pennsylvania",PA,0,1,40.0178522,-79.5894828,1
1163,"Feasterville, Pennsylvania",PA,0,1,40.1514665,-74.98867493406071,1
1164,"Holly Hill, Pennsylvania",PA,0,1,40.1626096,-74.838775,1
1165,"Lower Macungie, Pennsylvania",PA,0,1,40.543813,-75.5319152,1
1166,"Lower Paxton Township , Pennsylvania",PA,0,1,40.3187547,-76.7862453,1
1167,"Muhlenberg, Pennsylvania",PA,0,1,40.3831486,-75.9388201,1
1168,"Oil City, Pennsylvania",PA,0,1,41.4339484,-79.7064413,1
1169,"Phillipsburg, Pennsylvania",PA,0,1,40.6933994,-80.2820062,1
1170,"Simpson, Pennsylvania",PA,0,1,41.8367297,-78.5880801,1
1171,"Tidioute, Pennsylvania",PA,0,1,41.6850604,-79.4031034,1
1172,"Warminster, Pennsylvania",PA,0,1,40.2067751,-75.0996159,1
1173,"Acworth, Georgia",GA,2,1,34.0659329,-84.6768796,3
1174,"Adairsville, Georgia",GA,1,1,34.3687021,-84.9341093,2
1175,"Aiken County, Georgia",GA,1,0,33.6005783,-81.6035062,1
1176,"Albany, Georgia",GA,5,0,31.5785074,-84.155741,5
1177,"Alpharetta, Georgia",GA,2,0,34.0709576,-84.2747329,2
1178,"Athens, Georgia",GA,1,0,33.9595974,-83.376678,1
1179,"Atlanta, Georgia",GA,60,6,33.7490987,-84.3901849,66
1180,"Augusta, Georgia",GA,12,3,33.4709714,-81.9748429,15
1181,"Austell, Georgia",GA,2,1,33.8126059,-84.6343783,3
1182,"Baker County, Georgia",GA,1,0,31.2638035,-84.49868355963181,1
1183,"Baxley, Georgia",GA,1,0,31.7782514,-82.3484618,1
1184,"Bethlehem, Georgia",GA,1,1,34.9020296,-84.0774118,2
1185,"Bibb County, Georgia",GA,1,0,32.8071935,-83.68659779666302,1
1186,"Blairsville, Georgia",GA,1,2,34.8761989,-83.9582412,3
1187,"Bonaire, Georgia",GA,1,0,32.5437575,-83.5960162,1
1188,"Brunswick, Georgia",GA,3,0,31.1499528,-81.4914894,3
1189,"Buford, Georgia",GA,1,2,34.1206564,-84.0043513,3
1190,"Cairo, Georgia",GA,3,0,30.8774132,-84.2012897,3
1191,"Calhoun, Georgia",GA,1,0,31.5040637,-84.4534229,1
1192,"Canton, Georgia",GA,2,0,34.2367621,-84.4907621,2
1193,"Carnesville, Georgia",GA,1,0,34.3698266,-83.235155,1
1194,"Cartersville, Georgia",GA,2,0,34.180855,-84.7529170994188,2
1195,"Cascade, Georgia",GA,1,0,34.906322,-85.205915,1
